record_id,source_pdf,source_page,topic_guess,image_index,image_xref,image_filename,image_path,image_width,image_height,image_rect,image_area,page_text,question_prompt
43,korszovet_kepek.pdf,22,LYMPHOMA,2,249,page_022_img_02.jpg,data/imported/korszovet_kepek/images/page_022_img_02.jpg,945,488,"70.8,335.1,524.5,569.4",106255.8,"Zoom: limfoid sejtek, nagy kék tömeg Még közelebb: csak neoplasztikus limfoid sejtek (nem limfocita, ami az érett sejtalak, azok cytopl nélküli, nagy kerek sötétkék sejtmag lenne.) Itt nagy sejtmag, nagy citoplazmával= még éretlen sejtek, inkább limfoblasztoknak felelnek meg. Elvétve egy-egy érettebb. Kevésbé basofil a cypl az éretlennél. Sárga nyíl: osztódó sejtalakok. (alább) Profázis( még kerek mag de tömörül a kromatin, ezért erősen bazofil a normálhoz képest, a piros nyíl alatt egy cm rel van egy), metafázis, anafázis, telofázis. Ezekkel tele van egy malignus tumor. Piros nyíl: APOPTÓZIS. Apoptózis indukció, majd megkisebbedés, körülötte egy üres udvar, ahol addig volt. (Limfómáknál a vörövérsejtekhez képest adjuk meg a sejtek méretét->rangsorolás)","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
44,korszovet_kepek.pdf,23,BENIGNUS VEGYES TUMOR,1,252,page_023_img_01.jpg,data/imported/korszovet_kepek/images/page_023_img_01.jpg,945,486,"70.8,70.8,524.5,304.1",105802.2,"BENIGNUS VEGYES TUMOR- kutya, emlőmirigy. Ca gyakori az emlőtumor. Rengeteg típus létezik. Változatos megjelenés. Mirigyhám komponens mellett porc, csont vagy myoepithel jellegű szövetek. Homogén, szinte fehér szövetrészlet: porcos terület esetleg csonttal. Centrális régió már elhalt, egy méret felett X érellátás.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
45,korszovet_kepek.pdf,23,BENIGNUS VEGYES TUMOR,2,254,page_023_img_02.jpg,data/imported/korszovet_kepek/images/page_023_img_02.jpg,945,488,"70.8,315.2,524.5,549.5",106278.5,"BENIGNUS VEGYES TUMOR- kutya, emlőmirigy. Ca gyakori az emlőtumor. Rengeteg típus létezik. Változatos megjelenés. Mirigyhám komponens mellett porc, csont vagy myoepithel jellegű szövetek. Homogén, szinte fehér szövetrészlet: porcos terület esetleg csonttal. Centrális régió már elhalt, egy méret felett X érellátás.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
46,korszovet_kepek.pdf,24,BENIGNUS VEGYES TUMOR,1,257,page_024_img_01.jpg,data/imported/korszovet_kepek/images/page_024_img_01.jpg,803,543,"70.8,87.8,456.1,348.2",100343.7,"A lila rész a porcszövet, itt ott érett chondrocyták, a lila a proteoglikánok lerakódása miatt látható. Az acidofil a friss csontszövet, az oszteoid. Mirigyhám jobboldalt: adenoma. Jóindulatú= differenciáltabb.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
47,korszovet_kepek.pdf,24,BENIGNUS VEGYES TUMOR,2,259,page_024_img_02.jpg,data/imported/korszovet_kepek/images/page_024_img_02.jpg,816,581,"70.8,430.0,462.4,708.7",109101.5,"A lila rész a porcszövet, itt ott érett chondrocyták, a lila a proteoglikánok lerakódása miatt látható. Az acidofil a friss csontszövet, az oszteoid. Mirigyhám jobboldalt: adenoma. Jóindulatú= differenciáltabb.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
48,korszovet_kepek.pdf,25,BENIGNUS VEGYES TUMOR,1,262,page_025_img_01.jpg,data/imported/korszovet_kepek/images/page_025_img_01.jpg,945,683,"70.8,70.8,524.5,398.6",148667.4,,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
49,korszovet_kepek.pdf,25,BENIGNUS VEGYES TUMOR,2,264,page_025_img_02.jpg,data/imported/korszovet_kepek/images/page_025_img_02.jpg,945,705,"70.8,409.7,524.5,747.9",153430.2,,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
50,korszovet_kepek.pdf,26,BENIGNUS VEGYES TUMOR,1,267,page_026_img_01.jpg,data/imported/korszovet_kepek/images/page_026_img_01.jpg,945,694,"70.8,70.8,524.5,404.2",151207.6,"Itt látszik h a mirigyhám is jól differenciált, a sejtmagok szabályosan egy sorban, alig van osztódó alak. Rendes tubulusokat alkot. Ez a tumor parenchymája: a csont, porc és adenoma komponens. Alapállomány: stróma, itt fibrovascularis stroma (ksz) Még egy típus az adenoma mellett a myoepithelioma, a kosársejtekből alakulnak ki (izom komponens) ami ugye oxitocin hatásra leadja a szekrétumát","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
51,korszovet_kepek.pdf,26,BENIGNUS VEGYES TUMOR,2,269,page_026_img_02.jpg,data/imported/korszovet_kepek/images/page_026_img_02.jpg,945,489,"70.8,536.3,524.5,770.9",106391.9,"Itt látszik h a mirigyhám is jól differenciált, a sejtmagok szabályosan egy sorban, alig van osztódó alak. Rendes tubulusokat alkot. Ez a tumor parenchymája: a csont, porc és adenoma komponens. Alapállomány: stróma, itt fibrovascularis stroma (ksz) Még egy típus az adenoma mellett a myoepithelioma, a kosársejtekből alakulnak ki (izom komponens) ami ugye oxitocin hatásra leadja a szekrétumát","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
52,korszovet_kepek.pdf,27,MASTOCYTOMA,1,272,page_027_img_01.jpg,data/imported/korszovet_kepek/images/page_027_img_01.jpg,945,486,"70.8,95.8,524.5,329.1",105802.2,"Halvány bazofil, orsószerűen elhelyezkedő egyébként is orsó alakú sejtek. Felcsavarodva. Igen gyakori a praxisban. Korai ivartalanítás. MASTOCYTOMA- kereksejtes ez is, a hízósejtek daganata. Ca nagyon gyakori, szájüregben vagy bőrben. Citokintermészetű vagy vazoaktív anyagokat, hisztamint, heparint adnak le normálisan- rendellenes szaporodáskor ezeket a citokineket, heparint elkezdi kipumpálni magából -> kipirult, kifekélyesedett csomó a bőrben. Viszket a hisztamintól, kivakarja. Elég rosszindulatú cucc. Általában homogén fehér metszéslap, de nem mindig. Epidermisz megtalálható a metszeten, szélén egészséges szövet, szőrtüszőkkel, faggyúmirigyekkel, verejtékmirigyekkel, zsíros bőralatti ksz-el.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
53,korszovet_kepek.pdf,27,MASTOCYTOMA,2,274,page_027_img_02.jpg,data/imported/korszovet_kepek/images/page_027_img_02.jpg,429,314,"70.8,495.3,276.9,645.9",31047.5,"Halvány bazofil, orsószerűen elhelyezkedő egyébként is orsó alakú sejtek. Felcsavarodva. Igen gyakori a praxisban. Korai ivartalanítás. MASTOCYTOMA- kereksejtes ez is, a hízósejtek daganata. Ca nagyon gyakori, szájüregben vagy bőrben. Citokintermészetű vagy vazoaktív anyagokat, hisztamint, heparint adnak le normálisan- rendellenes szaporodáskor ezeket a citokineket, heparint elkezdi kipumpálni magából -> kipirult, kifekélyesedett csomó a bőrben. Viszket a hisztamintól, kivakarja. Elég rosszindulatú cucc. Általában homogén fehér metszéslap, de nem mindig. Epidermisz megtalálható a metszeten, szélén egészséges szövet, szőrtüszőkkel, faggyúmirigyekkel, verejtékmirigyekkel, zsíros bőralatti ksz-el.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
54,korszovet_kepek.pdf,27,MASTOCYTOMA,3,276,page_027_img_03.jpg,data/imported/korszovet_kepek/images/page_027_img_03.jpg,476,331,"277.0,486.9,505.4,645.6",36249.9,"Halvány bazofil, orsószerűen elhelyezkedő egyébként is orsó alakú sejtek. Felcsavarodva. Igen gyakori a praxisban. Korai ivartalanítás. MASTOCYTOMA- kereksejtes ez is, a hízósejtek daganata. Ca nagyon gyakori, szájüregben vagy bőrben. Citokintermészetű vagy vazoaktív anyagokat, hisztamint, heparint adnak le normálisan- rendellenes szaporodáskor ezeket a citokineket, heparint elkezdi kipumpálni magából -> kipirult, kifekélyesedett csomó a bőrben. Viszket a hisztamintól, kivakarja. Elég rosszindulatú cucc. Általában homogén fehér metszéslap, de nem mindig. Epidermisz megtalálható a metszeten, szélén egészséges szövet, szőrtüszőkkel, faggyúmirigyekkel, verejtékmirigyekkel, zsíros bőralatti ksz-el.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
55,korszovet_kepek.pdf,28,MASTOCYTOMA,1,279,page_028_img_01.jpg,data/imported/korszovet_kepek/images/page_028_img_01.jpg,945,498,"70.8,70.9,524.5,309.8",108365.0,"Phlegmonéhoz hasonló a kép, összekeverhető. Oedema a hisztamin miatt, a laza szerkezet e miatt van. Kollagenolízis, a ksz károsodása. A granulociták viszont sehol! Erős basofil festődésű hízósejtek: cypl ban rengeteg granulum, benne a vazoaktív anyagok. Nagyon erős kék festődésűek. Differenciáltsági foknak megfelelően sok granulum van, rosszabb indulatúnál kevés, akár semennyi granulum, ilyenkor kevésbé egyértelmű a szövettani kép. Nagyonkék: granulált hízósejtek (kereksejtes), mellette viszonylag sok eosinophil GRcy, amelyeket a hisztamin hív oda! (allergiáknál is és parazitáknál). Eosinophil: sok pici eosinofil granulum a cypl-ban és patkó alakú sejtmag. Szép kerek sejtmagok, oedema a stromában.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
56,korszovet_kepek.pdf,28,MASTOCYTOMA,2,281,page_028_img_02.jpg,data/imported/korszovet_kepek/images/page_028_img_02.jpg,945,492,"70.8,492.8,524.5,729.1",107208.4,"Phlegmonéhoz hasonló a kép, összekeverhető. Oedema a hisztamin miatt, a laza szerkezet e miatt van. Kollagenolízis, a ksz károsodása. A granulociták viszont sehol! Erős basofil festődésű hízósejtek: cypl ban rengeteg granulum, benne a vazoaktív anyagok. Nagyon erős kék festődésűek. Differenciáltsági foknak megfelelően sok granulum van, rosszabb indulatúnál kevés, akár semennyi granulum, ilyenkor kevésbé egyértelmű a szövettani kép. Nagyonkék: granulált hízósejtek (kereksejtes), mellette viszonylag sok eosinophil GRcy, amelyeket a hisztamin hív oda! (allergiáknál is és parazitáknál). Eosinophil: sok pici eosinofil granulum a cypl-ban és patkó alakú sejtmag. Szép kerek sejtmagok, oedema a stromában.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
57,korszovet_kepek.pdf,29,MASTOCYTOMA,1,284,page_029_img_01.jpg,data/imported/korszovet_kepek/images/page_029_img_01.jpg,945,686,"70.8,95.8,524.5,425.3",149461.2,"Ha nem egyértelmű, akkor GIEMSA! Nagyon élénk kék. És a granulumok látványosabbak.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
58,korszovet_kepek.pdf,29,MASTOCYTOMA,2,286,page_029_img_02.jpg,data/imported/korszovet_kepek/images/page_029_img_02.jpg,945,695,"70.8,436.1,524.5,769.5",151230.2,"Ha nem egyértelmű, akkor GIEMSA! Nagyon élénk kék. És a granulumok látványosabbak.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
59,korszovet_kepek.pdf,30,MELANOMA,1,293,page_030_img_01.jpg,data/imported/korszovet_kepek/images/page_030_img_01.jpg,835,726,"70.8,324.0,471.6,672.6",139692.0,"Ca jól differenciált mastocytomáknál jellemzők a granulumok, macskában ez nincs meg ezért nagyon nehéz a diagnózis, főleg citológiánál. MELANOMA- ez is kereksejtes daganat, bőrből, ca. Minél rosszindulatúbb, annál kevésbé differenciált, azaz annál kevésbé pigmentált. Szájüregben, bőrben a leggyakoribb. Rosszindulatú a szájüregi, prognózisa rossz.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
60,korszovet_kepek.pdf,31,MELANOMA,1,296,page_031_img_01.jpg,data/imported/korszovet_kepek/images/page_031_img_01.jpg,945,490,"70.8,104.8,524.5,340.1",106754.8,"Pigmentgazdag régió: Differenciált sejtek: kerek, poligonális sejtek tele pigmenttel, melaninnal. Fibrovascularis strómába ágyazva.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
61,korszovet_kepek.pdf,31,MELANOMA,2,298,page_031_img_02.jpg,data/imported/korszovet_kepek/images/page_031_img_02.jpg,945,457,"70.8,350.6,524.5,570.0",99519.8,"Pigmentgazdag régió: Differenciált sejtek: kerek, poligonális sejtek tele pigmenttel, melaninnal. Fibrovascularis strómába ágyazva.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
62,korszovet_kepek.pdf,32,MELANOMA,1,301,page_032_img_01.jpg,data/imported/korszovet_kepek/images/page_032_img_01.jpg,753,659,"70.8,70.8,432.1,387.3",114330.2,Oligopigmentált régió: Itt már kevesebb melanin van a melanocytákban:,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
63,korszovet_kepek.pdf,32,MELANOMA,2,303,page_032_img_02.jpg,data/imported/korszovet_kepek/images/page_032_img_02.jpg,945,485,"70.8,414.6,524.5,647.4",105575.4,Oligopigmentált régió: Itt már kevesebb melanin van a melanocytákban:,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
64,korszovet_kepek.pdf,33,MELANOMA,1,306,page_033_img_01.jpg,data/imported/korszovet_kepek/images/page_033_img_01.jpg,945,825,"70.8,70.8,524.5,467.0",179716.3,"Amelanotikus régió: sehol egy fia pigment, sejt sejt hátán. Ami segít: nagyon vékony fibrovascularis stroma darabok határolnak egy egy fészket, sejtcsoportot.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
65,korszovet_kepek.pdf,33,MELANOMA,2,308,page_033_img_02.jpg,data/imported/korszovet_kepek/images/page_033_img_02.jpg,945,493,"70.8,519.3,524.5,756.2",107435.2,"Amelanotikus régió: sehol egy fia pigment, sejt sejt hátán. Ami segít: nagyon vékony fibrovascularis stroma darabok határolnak egy egy fészket, sejtcsoportot.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
66,korszovet_kepek.pdf,34,TRICHOBLASTOMA,1,311,page_034_img_01.jpg,data/imported/korszovet_kepek/images/page_034_img_01.jpg,945,492,"70.8,70.9,524.5,307.2",107208.4,"Sárga nyíl: osztódó sejtalakok. Immunhisztokémia is segíthet. TRICHOBLASTOMA- hám eredetű, szőrtüszőből induló benignus daganat. Ca igen gyakori főleg a fejen, nyakon. Ált jóindulatú, körülhatárolt, lokalizált. Dermiszbe szeret belenyúlni. A tumort körbevonja az epidermisz általában, így az alapszövet könnyen megállapítható. Lebenykézettség nagyon jellegzetes!","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
67,korszovet_kepek.pdf,34,TRICHOBLASTOMA,2,315,page_034_img_02.jpg,data/imported/korszovet_kepek/images/page_034_img_02.jpg,514,282,"237.5,416.6,484.1,552.0",33391.0,"Sárga nyíl: osztódó sejtalakok. Immunhisztokémia is segíthet. TRICHOBLASTOMA- hám eredetű, szőrtüszőből induló benignus daganat. Ca igen gyakori főleg a fejen, nyakon. Ált jóindulatú, körülhatárolt, lokalizált. Dermiszbe szeret belenyúlni. A tumort körbevonja az epidermisz általában, így az alapszövet könnyen megállapítható. Lebenykézettség nagyon jellegzetes!","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
68,korszovet_kepek.pdf,35,TRICHOBLASTOMA,1,318,page_035_img_01.jpg,data/imported/korszovet_kepek/images/page_035_img_01.jpg,945,626,"70.8,104.8,524.5,405.4",136352.2,"Legalább 6 féle szövettani megjelenése van, az egyik nagyon jellegzetes hisztotípus a meduzoid forma: A szőrtüszőhám-sejtek hozzák létre ezt a fajta ujjszerű szerkezetet. Jól differenciált szövet, jóindulatú, mégis sok osztódó alakot látni, bár nem extrém sokat. Egyes sejttípusú daganatok ezt benignus módon is csinálják.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
69,korszovet_kepek.pdf,35,TRICHOBLASTOMA,2,320,page_035_img_02.jpg,data/imported/korszovet_kepek/images/page_035_img_02.jpg,945,483,"70.8,415.7,524.5,647.3",105053.8,"Legalább 6 féle szövettani megjelenése van, az egyik nagyon jellegzetes hisztotípus a meduzoid forma: A szőrtüszőhám-sejtek hozzák létre ezt a fajta ujjszerű szerkezetet. Jól differenciált szövet, jóindulatú, mégis sok osztódó alakot látni, bár nem extrém sokat. Egyes sejttípusú daganatok ezt benignus módon is csinálják.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
70,korszovet_kepek.pdf,36,FIBROMA,1,323,page_036_img_01.jpg,data/imported/korszovet_kepek/images/page_036_img_01.jpg,945,626,"70.8,137.7,524.5,438.3",136352.2,"FIBROMA- kollagénrostos ksz benign tumora, erős kollagénrostos strómában neoplasztikus fibrociták. Ritka, talán boxerben, dobermannban akad. Sejtszegény szövet, alig van sejtmag, de rengeteg kollagénrostos stróma. makroszkópos megjelenés jóindulatú kötőszöveti, ált szoliter, a bőrben, bőr alatti ksz ben. Rugalmasan tömött, ált jól körülírt elváltozás. Felül gyakran szőrtelen, nagyobbja kifekélyesedhet, és jóindulatú is kifekélyesedhet!. Jól körülhatárolt, de tokkal nem szokott rendelkezni. Jól diff fibrociták erős kollagénsortos ksz i kötegeket hoznak létre, szabályos lefutással. Felül epidermisz, alatta maradványa dermiszből. A fibroma itt a dermiszben van.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
71,korszovet_kepek.pdf,36,FIBROMA,2,325,page_036_img_02.jpg,data/imported/korszovet_kepek/images/page_036_img_02.jpg,945,355,"70.8,516.5,524.5,686.9",77293.5,"FIBROMA- kollagénrostos ksz benign tumora, erős kollagénrostos strómában neoplasztikus fibrociták. Ritka, talán boxerben, dobermannban akad. Sejtszegény szövet, alig van sejtmag, de rengeteg kollagénrostos stróma. makroszkópos megjelenés jóindulatú kötőszöveti, ált szoliter, a bőrben, bőr alatti ksz ben. Rugalmasan tömött, ált jól körülírt elváltozás. Felül gyakran szőrtelen, nagyobbja kifekélyesedhet, és jóindulatú is kifekélyesedhet!. Jól körülhatárolt, de tokkal nem szokott rendelkezni. Jól diff fibrociták erős kollagénsortos ksz i kötegeket hoznak létre, szabályos lefutással. Felül epidermisz, alatta maradványa dermiszből. A fibroma itt a dermiszben van.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
72,korszovet_kepek.pdf,37,FIBROMA,1,328,page_037_img_01.jpg,data/imported/korszovet_kepek/images/page_037_img_01.jpg,945,593,"70.8,70.8,524.5,355.5",129139.9,"Megnyúlt szivar alakú, basofil magok. Acidofil kszi kötegek. A sejtmagok orsó alakúak, de keresztmetszetben kerekek. Szélén szőrtüszők, faggyúmirigyek, verejtékmirigyek. A normál dermisz a kép jobb szélén látszik, hogy sokkal lazább. A szőrtüszők kitágulnak, keratintörmelékkel telnek fel.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
73,korszovet_kepek.pdf,37,FIBROMA,2,330,page_037_img_02.jpg,data/imported/korszovet_kepek/images/page_037_img_02.jpg,945,490,"70.8,446.0,524.5,681.2",106664.0,"Megnyúlt szivar alakú, basofil magok. Acidofil kszi kötegek. A sejtmagok orsó alakúak, de keresztmetszetben kerekek. Szélén szőrtüszők, faggyúmirigyek, verejtékmirigyek. A normál dermisz a kép jobb szélén látszik, hogy sokkal lazább. A szőrtüszők kitágulnak, keratintörmelékkel telnek fel.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
74,korszovet_kepek.pdf,38,FIBROSARCOMA,1,333,page_038_img_01.jpg,data/imported/korszovet_kepek/images/page_038_img_01.jpg,945,598,"70.8,70.8,524.5,357.7",130137.8,"FIBROSARCOMA Kollagénrostos ksz rosszindulatú daganata, éretlen sejtalakokkal: fibroblasztokkal. Általában azért low grade malignitás, és alacsony a metastasis képzési hajlam, de gyakori a recidiva. Megjelenése változatos, faj kor stb. Nincs tipikus makroszkópos megjelenés. Felnőtt, idősebb fe, ca, más fajokban ritka. Fe gyakori főleg fiatalokban az injekció indukálta fibrosarcoma, ami kissé máshogy viselkedik. A veszettség és leucosis vírus elleni vakcina adjuvánsát vádolták. A macrophagok fagocitálják az adjuvánsokat, krónikus gyull alakul ki, ami nepolasztikus transzformáción megy át. De aztán kiderült, hogy nem csak az adjuváns, hanem teljesen más anyagok sc adása is macska esetében ezt okozhatja. Mikrocsip, inzulin is! Tehát nem az adjuváns. Ne interscapular területre akrjunk injektálni, hanem végtag végére, farok bőre alá,","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
75,korszovet_kepek.pdf,38,FIBROSARCOMA,2,335,page_038_img_02.jpg,data/imported/korszovet_kepek/images/page_038_img_02.jpg,721,417,"70.8,489.9,417.1,690.0",69276.6,"FIBROSARCOMA Kollagénrostos ksz rosszindulatú daganata, éretlen sejtalakokkal: fibroblasztokkal. Általában azért low grade malignitás, és alacsony a metastasis képzési hajlam, de gyakori a recidiva. Megjelenése változatos, faj kor stb. Nincs tipikus makroszkópos megjelenés. Felnőtt, idősebb fe, ca, más fajokban ritka. Fe gyakori főleg fiatalokban az injekció indukálta fibrosarcoma, ami kissé máshogy viselkedik. A veszettség és leucosis vírus elleni vakcina adjuvánsát vádolták. A macrophagok fagocitálják az adjuvánsokat, krónikus gyull alakul ki, ami nepolasztikus transzformáción megy át. De aztán kiderült, hogy nem csak az adjuváns, hanem teljesen más anyagok sc adása is macska esetében ezt okozhatja. Mikrocsip, inzulin is! Tehát nem az adjuváns. Ne interscapular területre akrjunk injektálni, hanem végtag végére, farok bőre alá,","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
76,korszovet_kepek.pdf,39,FIBROSARCOMA,1,338,page_039_img_01.jpg,data/imported/korszovet_kepek/images/page_039_img_01.jpg,824,492,"70.8,255.6,466.1,491.8",93387.3,"könnyebben lehet azt később amputálni. Általában high grade malignitású, nyúlványokkal mélyen infiltrál, mély és radikális műtét kell, ezért ampu. Általános: lehet erősen infiltratív, kifekélyesedhet vagy nem, metszéslap szürkésfehér, fénylő. Szövettan: lokálisan infiltratív, sejtdúsabb, kevesebb kollagénrost, mert differenciálatlan fibroblasztokból áll- nem termel kollagént annyira. Halszálka rajzolat, orsósejtes sejtdús tumor. Változó differenciáltság = sejt pleomorfizmus. Tömbbmagvú óriássejt sok, nem is annyira feltétlen orsó ha elszáll. Tumor infiltráló limfociták a szélén. A sejtmagok szélesebbek, sok osztódó sejtalak. Ovális hipokróm megduzzadt mag, kevésbé festődik, prominens sejtmagvacskák!","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
77,korszovet_kepek.pdf,39,FIBROSARCOMA,2,340,page_039_img_02.jpg,data/imported/korszovet_kepek/images/page_039_img_02.jpg,945,483,"70.8,502.9,524.5,734.7",105167.2,"könnyebben lehet azt később amputálni. Általában high grade malignitású, nyúlványokkal mélyen infiltrál, mély és radikális műtét kell, ezért ampu. Általános: lehet erősen infiltratív, kifekélyesedhet vagy nem, metszéslap szürkésfehér, fénylő. Szövettan: lokálisan infiltratív, sejtdúsabb, kevesebb kollagénrost, mert differenciálatlan fibroblasztokból áll- nem termel kollagént annyira. Halszálka rajzolat, orsósejtes sejtdús tumor. Változó differenciáltság = sejt pleomorfizmus. Tömbbmagvú óriássejt sok, nem is annyira feltétlen orsó ha elszáll. Tumor infiltráló limfociták a szélén. A sejtmagok szélesebbek, sok osztódó sejtalak. Ovális hipokróm megduzzadt mag, kevésbé festődik, prominens sejtmagvacskák!","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
78,korszovet_kepek.pdf,40,FIBROSARCOMA,1,343,page_040_img_01.jpg,data/imported/korszovet_kepek/images/page_040_img_01.jpg,945,485,"70.8,87.8,524.5,320.8",105688.8,Mitotikus sejtalakok:,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
79,korszovet_kepek.pdf,40,FIBROSARCOMA,2,345,page_040_img_02.jpg,data/imported/korszovet_kepek/images/page_040_img_02.jpg,945,582,"70.8,331.1,524.5,610.7",126803.9,Mitotikus sejtalakok:,"Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
80,korszovet_kepek.pdf,41,SARCOMA GIGANTOCELLULARE,1,348,page_041_img_01.jpg,data/imported/korszovet_kepek/images/page_041_img_01.jpg,945,492,"70.8,87.8,524.5,324.0",107140.3,"limfocitás gócok: kerek sejtmag, szinte X cytoplazma, erős basofil. SARCOMA GIGANTOCELLULARE vagy POLIMORPHOCELLULARE nagyon differenciálatlan azaz ANAPLASZTIKUS SZARKÓMA más néven. nehéz elkülöníteni a hisztiocitás daganatoktól. Bármilyen mesenchymális eredetű daganat lehet anapasztikus szarkóma. Régen malignus hisztiocytomának hívták. Óriássejtes variáns- macskában gyakoribb. Óriássejtek a malignus orsóforma neoplasztikus sejtekkel. (Másik nem kell. Ca gyakoribb. Szabálytalan orsó a kötegek, sok a nagy sejtmag, caryomegalia.) Érgazdag terület: kitágult erek, sok többmagvú óriássejt","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
81,korszovet_kepek.pdf,41,SARCOMA GIGANTOCELLULARE,2,350,page_041_img_02.jpg,data/imported/korszovet_kepek/images/page_041_img_02.jpg,945,478,"70.8,531.0,524.5,760.3",103987.8,"limfocitás gócok: kerek sejtmag, szinte X cytoplazma, erős basofil. SARCOMA GIGANTOCELLULARE vagy POLIMORPHOCELLULARE nagyon differenciálatlan azaz ANAPLASZTIKUS SZARKÓMA más néven. nehéz elkülöníteni a hisztiocitás daganatoktól. Bármilyen mesenchymális eredetű daganat lehet anapasztikus szarkóma. Régen malignus hisztiocytomának hívták. Óriássejtes variáns- macskában gyakoribb. Óriássejtek a malignus orsóforma neoplasztikus sejtekkel. (Másik nem kell. Ca gyakoribb. Szabálytalan orsó a kötegek, sok a nagy sejtmag, caryomegalia.) Érgazdag terület: kitágult erek, sok többmagvú óriássejt","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
82,korszovet_kepek.pdf,42,SARCOMA GIGANTOCELLULARE,1,354,page_042_img_01.jpg,data/imported/korszovet_kepek/images/page_042_img_01.jpg,945,493,"70.8,95.8,524.5,332.4",107299.1,"Még óriássejt: Langhans Dx: tipikus megjelenésnél a magok fél karéjban szabályosan vannak; itt a magok össze-vissza vannak, és akár 20-40 mag is van egy óriássejtben.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
83,korszovet_kepek.pdf,42,SARCOMA GIGANTOCELLULARE,2,356,page_042_img_02.jpg,data/imported/korszovet_kepek/images/page_042_img_02.jpg,945,488,"70.8,343.1,524.5,577.1",106142.4,"Még óriássejt: Langhans Dx: tipikus megjelenésnél a magok fél karéjban szabályosan vannak; itt a magok össze-vissza vannak, és akár 20-40 mag is van egy óriássejtben.","Nezd meg a kepet, majd azonositsd a korkepet vagy jellegzetes szovettani elvaltozast."
